,Method,Avg Test Regret,Std Test Regret,Avg Train Time,Std Train Time
0,2s,8.822629081839594,1.1528505296596152,1.5163432359695435,0.14352819981939294
1,cave,10.733058423253091,1.542360157767607,4.640258836746216,0.09053706592556718
2,cave+,8.392926136639211,0.9499834099141482,4.893615436553955,0.12498094810244685
3,caveh,8.351060021953058,0.8809547415730586,2.5732577323913572,0.1907845064732861
4,spo+,7.794249387742351,1.0029942362003077,17.63782317638397,0.1209674100713131
5,pfyl,7.675567868920882,0.9939304886167594,18.51609799861908,0.3118729889111382
6,nce,11.341306343889173,1.109362908986852,4.502916932106018,0.4823500417250879
