,Method,Avg Test Regret,Std Test Regret,Avg Train Time,Std Train Time
0,2s,19.499529022177775,1.224377716316047,1.5384785890579225,0.24671015536635363
1,cave,11.6427551537254,0.24906475966825925,208.94713640213013,12.900945443824373
2,cave+,7.935761541916878,0.5403317017363148,127.94459924697875,13.84413906391934
3,caveh,11.439529232869036,1.1377479215271984,51.82519054412842,8.778117344751706
4,spo+,8.754180482782555,0.27682835071455136,2204.8285835266115,99.8550751885437
5,spo+_rel,15.725584865118153,0.3860241620559104,78.73623868397304,3.819710339490076
6,pfyl,8.090166139316917,0.5685513491185225,6197.835879921913,288.63404177563086
7,pfyl_rel,19.191200978219292,1.6629348842393983,81.79526903629304,0.8597842097119953
8,nce,18.957957767611287,1.013059040079461,470.20499658584595,84.45920643950969
