Train Regret,Test Regret,Train MSE,Test MSE,Train Elapsed,Test Elapsed
0.1363686729209604,0.15488921533967093,2518.301376953125,2497.02794140625,28.67337965965271,21.509278774261475
0.14088985062737702,0.15939654506301443,2540.882783203125,2585.102044921875,24.132383823394775,21.311654806137085
0.13436945805901282,0.15671409838041336,2561.6240546875,2541.407140625,22.43542766571045,21.15062379837036
0.13284608104236256,0.14214071001472997,2484.0624091796876,2496.52853515625,19.396661281585693,20.591459274291992
0.14328219846171067,0.16061195215438126,2579.5795546875,2461.700576171875,30.059587240219116,20.195706844329834
0.12571673047718265,0.1387058973417613,2617.3420859375,2536.916626953125,24.00163769721985,21.719698905944824
0.12013945138890726,0.1351577171019166,2506.61476953125,2536.9249921875,26.555932998657227,21.905301332473755
0.1302847047998331,0.1454226401905796,2594.895541015625,2487.91799609375,27.23905611038208,19.165419101715088
0.12225786118416881,0.1359981316449497,2498.979091796875,2484.977798828125,22.00073552131653,16.99442744255066
0.1374369367598033,0.15629950057264283,2538.18137890625,2466.890748046875,30.264952182769775,21.18116044998169
