Train Regret,Test Regret,Train MSE,Test MSE,Train Elapsed,Test Elapsed,Train Nodes Count,Test Nodes Count
0.07426616960691203,0.08598480970890561,0.54186267,0.5581076,3.0554919242858887,2.3674728870391846,0.0,0.0
0.08437792406442034,0.0817028443112848,0.6585746,0.590714,2.503091812133789,2.3522822856903076,0.0,0.0
0.09678831354692834,0.08689519425214609,0.56868714,0.60473853,2.432337522506714,2.343306064605713,0.0,0.0
0.08260250237710803,0.07411467925043526,0.5287378,0.54215,2.4691429138183594,2.36299991607666,0.0,0.0
0.07903205687180992,0.083115342414846,0.5212457,0.49505675,2.7388641834259033,2.3587167263031006,0.0,0.0
0.10935694936875145,0.10245831112422782,0.6263704,0.6461731,2.5094528198242188,2.3500020503997803,0.0,0.0
0.07426211999080022,0.07310167940008182,0.4940262,0.5617219,2.4723427295684814,2.3544178009033203,0.0,0.0
0.09522403900250749,0.09108333650573022,0.7323078,0.5965496,2.4427578449249268,2.3372602462768555,0.0,0.0
0.07117763797575843,0.08063766776880142,0.56442237,0.5501482,2.5527684688568115,2.3408684730529785,0.0,0.0
0.07537650254600975,0.07601213745884709,0.5605582,0.66298497,2.5563271045684814,2.3445401191711426,0.0,0.0
