Train Regret,Test Regret,Train MSE,Test MSE,Train Elapsed,Test Elapsed,Train Nodes Count,Test Nodes Count
0.06391721434883892,0.08358265272146458,1.358098,1.369979,18.781336069107056,1.9897520542144775,0.0,0.0
0.07351731968386717,0.07716729724047856,1.5353558,1.4438211,18.390877962112427,2.0012311935424805,0.0,0.0
0.08190442168789167,0.08065135860899803,1.4063265,1.4285747,18.45061492919922,1.970670223236084,0.0,0.0
0.07404395160452644,0.0720733028779802,1.3167408,1.3291773,18.48551082611084,1.9912683963775635,0.0,0.0
0.07334344550365496,0.07352448569457695,1.2753584,1.2575674,18.34164595603943,1.9815545082092285,0.0,0.0
0.10666045540005277,0.10133858960163387,1.4519194,1.4400089,18.363357543945312,2.0045948028564453,0.0,0.0
0.06416859387738247,0.06564094083186597,1.1898595,1.2897569,18.231693029403687,1.9631249904632568,0.0,0.0
0.08092792115051992,0.08079926085239184,1.5747046,1.3892208,18.34581732749939,2.00016188621521,0.0,0.0
0.0640283231076767,0.06775904347159017,1.2686428,1.24776,18.31466269493103,1.9983797073364258,0.0,0.0
0.06950919935241956,0.07688800687325553,1.2922359,1.4188703,18.351423263549805,1.971083641052246,0.0,0.0
