Train Regret,Test Regret,Train MSE,Test MSE,Train Elapsed,Test Elapsed
0.07210289545175262,0.08938386350267269,0.7875002918243408,0.8022507467269897,4.515807867050171,1.340937852859497
0.08673557072990366,0.08485401681377025,0.8332965984344483,0.7624896812438965,3.9569106101989746,1.3000133037567139
0.09570292136559376,0.08529877583974294,0.6842811193466186,0.718074051141739,3.8793833255767822,1.345940351486206
0.08626812512747506,0.07655070759431398,0.6282623796463013,0.6452444591522217,3.944878339767456,1.3034045696258545
0.07906833968175632,0.08026652566914143,0.6808842005729675,0.6629319760799408,3.886587381362915,1.3166391849517822
0.11224708240104109,0.10597207648542235,0.7026758017539978,0.7224165587425232,3.908489942550659,1.3314025402069092
0.0709087285405687,0.07294781980735232,0.5932532484531403,0.6624422190189362,3.859895944595337,1.3129193782806396
0.08920393993943893,0.08848994286432575,0.8405670404434205,0.7044519982337951,3.907576084136963,1.3172729015350342
0.06903821259778417,0.0756917646025071,0.7257020196914673,0.7065875630378723,3.9667184352874756,1.286996841430664
0.07886342592983521,0.07983712181776621,0.6233753004074096,0.7280419926643371,3.831028699874878,1.2786939144134521
