Train Regret,Test Regret,Train MSE,Test MSE,Train Elapsed,Test Elapsed
0.0724555441233322,0.08063026952725753,48.785793334960935,49.706536560058595,71.56801509857178,22.17670202255249
0.07169121720614346,0.08021102988524605,50.94339193725586,52.42370751953125,70.70869493484497,19.679444789886475
0.07085353430326137,0.07938590857586622,48.58820135498047,49.19537786865234,70.27600288391113,22.658599853515625
0.06969667137735998,0.07856020982806017,51.178071197509766,51.74688021850586,70.540931224823,21.684974670410156
0.0729476832859184,0.08086705113246503,48.60741290283203,47.09367761230469,70.59212446212769,23.543503284454346
0.07113933336726042,0.07773308136518606,53.403908660888675,51.44988861083984,79.21539282798767,21.156047344207764
0.0664563905475033,0.07362952993249033,49.48582113647461,50.59201797485352,79.73261308670044,22.86224603652954
0.06469460224444538,0.0713931562113619,53.01135833740234,51.69519140625,70.28477716445923,21.24149751663208
0.06821524960318946,0.07697251825419832,49.828987365722654,50.73296765136719,71.68315148353577,20.975813627243042
0.06972651883184788,0.07553882402157254,51.95818548583984,52.100145141601566,70.17402672767639,20.213852882385254
