Train Regret,Test Regret,Train MSE,Test MSE,Train Elapsed,Test Elapsed,Train Nodes Count,Test Nodes Count
0.12831599552382267,0.12984460777419565,8.639604,9.617276,1.800729513168335,22.76361083984375,1.0,1.0
0.12924616647965617,0.13509008611824427,9.434955,10.24217,1.477935552597046,21.112518310546875,1.0,1.0
0.11650847295478864,0.11568561724901599,9.202702,9.557789,1.486649751663208,22.279998779296875,1.0,1.0
0.1245249368412029,0.12883372249753675,8.971961,9.537052,1.485682725906372,21.265201807022095,1.0,1.0
0.12415448951023918,0.12549718999390214,9.293858,8.68802,1.488332748413086,23.370455980300903,1.0,1.0
0.13046583445078105,0.12302869190356813,10.404717,9.452289,1.4917044639587402,22.44381809234619,1.0,1.0
0.11043422223128313,0.11198929531308628,8.837134,9.564138,1.4596915245056152,22.845093488693237,1.0,1.0
0.11425299937298287,0.11406776139944254,9.7059965,9.219654,1.5226473808288574,20.944658041000366,1.0,1.0
0.10619390052354347,0.10708652421112114,9.023262,9.688736,1.4989535808563232,21.937721967697144,1.0,1.0
0.11872957980473257,0.12129777089193355,10.033356,10.2413225,1.4937224388122559,23.741905689239502,1.0,1.0
