Train Regret,Test Regret,Train MSE,Test MSE,Train Elapsed,Test Elapsed,Train Nodes Count,Test Nodes Count
0.08913941797599677,0.096652064056494,53.813553,55.03055,77.31161427497864,23.125937700271606,1.0,1.0
0.0881528463144921,0.0967934076876287,55.999718,57.535446,77.05506324768066,23.21283483505249,1.0,1.0
0.08131267466630245,0.08669896057568109,52.37379,52.835976,76.47012853622437,19.99052119255066,1.0,1.0
0.08405540995943628,0.0942069585694394,55.365555,55.884007,77.50168251991272,22.64698815345764,1.0,1.0
0.0879107962295522,0.09497917848064545,52.751835,50.670055,77.6796190738678,19.886951684951782,1.0,1.0
0.08071416619394263,0.09192099451831712,57.76126,55.200768,76.23961305618286,19.56271529197693,1.0,1.0
0.07666394110031664,0.0858535474523796,53.33668,54.56646,76.86875295639038,24.41066551208496,1.0,1.0
0.07961590298019598,0.08529048503544823,57.397537,55.599827,78.06915044784546,20.929306745529175,1.0,1.0
0.07881172479696073,0.08607119279087164,53.402744,54.327126,77.93026852607727,20.40094757080078,1.0,1.0
0.08669632034950467,0.09667627985599248,56.936714,57.08468,77.41055655479431,22.910895347595215,1.0,1.0
