Train Regret,Test Regret,Train MSE,Test MSE,Train Elapsed,Test Elapsed,Train Nodes Count,Test Nodes Count
0.068798944750028,0.0754582844232214,47.319374,48.70141,44.50938677787781,17.437087059020996,1.0,1.0
0.0768506860990921,0.0793733961671822,50.523743,52.18388,40.96791005134583,21.91724634170532,1.0,1.0
0.0711856012944583,0.0818232769229591,46.703983,47.258034,36.22866368293762,24.032347679138184,1.0,1.0
0.0723896832048444,0.0770668535940831,50.515457,51.07037,38.35538911819458,18.630767107009888,1.0,1.0
0.067673214276118,0.0714154074900129,46.834095,44.639114,48.53852963447571,16.257920265197754,1.0,1.0
0.0740580908646877,0.0792364703810882,51.755142,49.1081,40.86341190338135,18.81095552444458,1.0,1.0
0.0651864244820373,0.0743992647611862,48.069897,49.288586,39.21873736381531,19.554790019989014,1.0,1.0
0.0719386954283044,0.0806405165471859,51.219147,49.38804,39.767897844314575,20.8544557094574,1.0,1.0
0.0696984636369011,0.0758899595190213,47.450108,48.395073,41.58938097953797,23.811972618103027,1.0,1.0
0.06801751437032642,0.07358595756824825,51.174495697021484,51.372684478759766,45.375757455825806,23.96058464050293,1.0,1.0
