Train Regret,Test Regret,Train MSE,Test MSE,Train Elapsed,Test Elapsed,Train Nodes Count,Test Nodes Count
0.04947438834240367,0.05897330135887867,47.801323,48.75656,178.17084431648254,14.892247915267944,1.0,1.0
0.04889404524660616,0.05982726693624397,50.038948,51.494198,171.30879259109497,17.10835838317871,1.0,1.0
0.050919328163831205,0.06077312943653656,48.098545,48.739212,182.04959273338318,15.493115901947021,1.0,1.0
0.050598316091229556,0.0616815061245034,50.47262,51.07188,181.0796446800232,17.74182677268982,1.0,1.0
0.050167157487659104,0.06045750992822779,48.067234,46.53565,175.11829018592834,16.276241779327393,1.0,1.0
0.05007553834371262,0.05886296107326337,52.822666,51.01632,170.50116062164307,16.718170881271362,1.0,1.0
0.04855409243968704,0.05953078216627961,48.96482,50.072556,180.23293685913086,18.519370079040527,1.0,1.0
0.04594048005572426,0.055993299070592265,52.750404,51.384525,167.69147324562073,15.978987455368042,1.0,1.0
0.049945037142481705,0.06020141883569378,49.479565,50.40922,171.94182705879211,14.024984121322632,1.0,1.0
0.05022678749869853,0.05844302653685881,51.396282,51.566013,174.2534818649292,15.884395122528076,1.0,1.0
