Regret,MSE,Nodes
0.7064410373568535,13.760605,0.0
-4.470348358154297e-08,0.22327223,0.0
0.39556562900543213,0.990893,0.0
1.4551915228366852e-08,0.4551169,0.0
0.46661192923784256,1.4663706,0.0
0.2288203090429306,0.16587305,0.0
0.19704490154981613,3.6489491,0.0
0.271605908870697,0.80936635,0.0
0.0738944485783577,0.31080714,0.0
-2.253800630569458e-07,10.740621,0.0
1.3975660502910614,9.273542,0.0
0.05455143004655838,0.22242689,0.0
0.24020802229642868,0.20847353,0.0
0.1285862708464265,0.40695637,0.0
0.001521475613117218,2.6854424,0.0
0.6423075348138809,0.47939593,0.0
1.1115019917488098,0.38244998,0.0
-7.450580596923828e-08,0.27548113,0.0
-6.705522537231445e-08,5.4414597,0.0
0.16496556997299194,8.656233,0.0
0.6870267689228058,1.0361332,0.0
-3.5762786865234375e-07,4.0262156,0.0
9.685754776000977e-08,0.35735303,0.0
0.6851472370326519,0.33837312,0.0
0.5650240778923035,0.0939496,0.0
-2.7939677238464355e-09,0.27909428,0.0
0.05617986817378551,0.58008355,0.0
2.9802322387695312e-08,1.2020687,0.0
0.0,0.21511745,0.0
0.04066486656665802,0.14929229,0.0
0.25927920639514923,0.16484627,0.0
0.16862800158560276,0.2765141,0.0
1.473705355077982,16.177248,0.0
0.623554022051394,0.74458945,0.0
-4.470348358154297e-08,0.14288044,0.0
-2.384185791015625e-07,5.547956,0.0
0.9869572278112173,0.6894425,0.0
0.08455862104892731,0.14780064,0.0
0.1635410338640213,0.21093206,0.0
0.0521712452173233,0.2460506,0.0
-5.21540641784668e-08,0.22356734,0.0
-2.9802322387695312e-08,0.15171407,0.0
0.6612632479518652,0.23846988,0.0
0.49790117144584656,1.4560187,0.0
0.131318561732769,0.24849784,0.0
0.07817086204886436,0.23086342,0.0
1.2047840058803558,0.709463,0.0
7.450580596923828e-09,0.24483478,0.0
0.10086277965456247,0.36065704,0.0
0.017029687762260437,0.15876152,0.0
0.0,0.28260574,0.0
0.6706839799880981,0.19974686,0.0
0.687209315598011,0.4258244,0.0
-4.470348358154297e-08,0.23293933,0.0
-3.0919909477233887e-07,7.025235,0.0
1.197734147310257,0.57946795,0.0
-7.450580596923828e-08,1.7026341,0.0
0.5476427972316742,0.51278377,0.0
9.546056389808655e-09,0.5578965,0.0
-3.725290298461914e-09,0.23226862,0.0
-2.2351741790771484e-08,0.24604945,0.0
0.6105466485023499,0.31485897,0.0
-1.4551915228366852e-09,0.62935114,0.0
-1.0477378964424133e-08,0.38746768,0.0
-8.940696716308594e-08,0.24251075,0.0
1.108565479516983,0.63172567,0.0
-2.086162567138672e-07,3.0041358,0.0
0.08805307373404503,0.22117217,0.0
-1.4901161193847656e-08,0.38166085,0.0
0.4129023440182209,0.22508538,0.0
-4.470348358154297e-08,0.15699498,0.0
0.015814468264579773,0.19235022,0.0
0.33764765597879887,0.39643508,0.0
9.685754776000977e-08,0.1485805,0.0
0.09768331795930862,0.21047816,0.0
0.0,0.4037292,0.0
0.012198075652122498,3.9054368,0.0
1.862645149230957e-09,0.31140402,0.0
0.0777649600058794,0.40305457,0.0
0.0861995774321258,0.46292982,0.0
1.8711446813540533,0.598874,0.0
0.010190077126026154,0.18060866,0.0
0.008662431966513395,0.29756546,0.0
8.940696716308594e-08,1.0805839,0.0
0.0,0.22001894,0.0
0.34295642748475075,0.20560078,0.0
0.5274315923452377,0.28416753,0.0
-2.2351741790771484e-08,0.23233362,0.0
1.1920928955078125e-07,0.28433615,0.0
-7.450580596923828e-09,0.24302706,0.0
0.4236798956990242,0.1481791,0.0
0.17403271794319153,17.766203,0.0
0.0,0.31910825,0.0
0.1979069896042347,0.30109462,0.0
1.6298145055770874e-09,0.4812368,0.0
-1.043081283569336e-07,2.4217582,0.0
0.06391707807779312,3.0040889,0.0
3.0790855884552,6.3061914,0.0
1.1920928955078125e-07,0.8381818,0.0
0.12326135858893394,0.3019761,0.0
0.3354092389345169,0.121598266,0.0
0.6037792339920998,0.22141781,0.0
-2.086162567138672e-07,0.7163787,0.0
-7.450580596923828e-08,0.39223236,0.0
-2.9802322387695312e-08,0.18080258,0.0
0.2431460227817297,1.3672104,0.0
1.564621925354004e-07,8.982542,0.0
8.195638656616211e-08,1.7224537,0.0
1.3735202047973871,0.3958513,0.0
4.889443516731262e-08,0.4042638,0.0
-1.1548399925231934e-07,0.44582978,0.0
0.5704987421631813,16.512207,0.0
1.1188979148864746,1.0198742,0.0
0.5782049186527729,0.32819933,0.0
0.4908147007226944,2.423433,0.0
0.027444476261734962,0.34208554,0.0
-5.21540641784668e-08,0.3655213,0.0
1.2573534324765205,0.80149204,0.0
5.960464477539063e-08,8.061504,0.0
1.862645149230957e-08,0.23481874,0.0
3.140956535935402,12.571549,0.0
-1.0132789611816406e-06,99.37285,0.0
0.3472537696361542,0.52498156,0.0
1.6183432154357433,0.20903003,0.0
0.19119170680642128,0.31439662,0.0
-5.21540641784668e-08,0.13522169,0.0
8.195638656616211e-08,1.2398078,0.0
2.2351741790771484e-07,2.8833482,0.0
0.23354916647076607,0.20462997,0.0
7.450580596923828e-09,0.36290252,0.0
1.043081283569336e-07,0.49553594,0.0
1.6391277313232422e-07,0.8599676,0.0
0.5855492111295462,0.33462554,0.0
-1.3504177331924438e-08,0.44424573,0.0
8.940696716308594e-08,0.9454347,0.0
0.0742393434047699,0.31112856,0.0
0.0,0.22789478,0.0
-3.725290298461914e-08,0.19723451,0.0
0.3397781252861023,1.3543288,0.0
-1.1175870895385742e-08,0.19845948,0.0
0.6798292994499207,0.31507525,0.0
0.007984802825376391,0.5164827,0.0
1.2665987014770508e-07,0.53258526,0.0
0.12950777262449265,0.15899906,0.0
0.4128533601760864,10.977104,0.0
0.07526670396327972,0.1200539,0.0
7.450580596923828e-09,0.19994073,0.0
0.6021407246589661,7.148754,0.0
0.7838346660137177,1.5723617,0.0
0.19205468147993088,0.20017982,0.0
1.4901161193847656e-08,0.26717192,0.0
1.9371509552001953e-07,0.69333607,0.0
-3.725290298461914e-09,0.34459743,0.0
-1.5366822481155396e-08,0.31394082,0.0
-2.8312206268310547e-07,8.068795,0.0
0.6099508367478848,0.27047813,0.0
0.06877125799655914,0.62111247,0.0
0.048122018575668335,0.5803655,0.0
0.2050013616681099,0.80646956,0.0
2.086162567138672e-07,1.2056472,0.0
-8.940696716308594e-08,14.234375,0.0
1.862645149230957e-08,0.36009583,0.0
6.705522537231445e-08,0.49248546,0.0
7.450580596923828e-09,0.17427525,0.0
0.17199131846427917,0.48448554,0.0
0.004517998546361923,0.30980843,0.0
0.019667652435600758,0.28026223,0.0
-1.4901161193847656e-08,0.21859217,0.0
-1.862645149230957e-08,0.20512132,0.0
0.08532675355672836,0.2521482,0.0
0.14770692586898804,0.19057707,0.0
1.2665987014770508e-07,2.5381534,0.0
-1.4901161193847656e-08,0.24639213,0.0
1.2924483120441437,0.55967116,0.0
0.032303212210536,0.32339302,0.0
2.682209014892578e-07,9.673143,0.0
1.1623350530862808,0.30345437,0.0
0.414594367146492,1.3401269,0.0
0.20062518026679754,0.21736583,0.0
-5.960464477539063e-08,1.4078807,0.0
-3.3527612686157227e-08,1.2462943,0.0
-2.60770320892334e-08,0.23764873,0.0
0.44291456043720245,0.28226775,0.0
3.3527612686157227e-08,0.24351609,0.0
2.2859518378973007,4.074746,0.0
-9.313225746154785e-10,0.47135967,0.0
0.06387382000684738,0.18679199,0.0
0.942224845290184,0.36760345,0.0
-2.980232238769531e-07,21.88239,0.0
0.30328716337680817,11.723734,0.0
0.12086694315075874,0.19626555,0.0
-2.7939677238464355e-08,0.27870715,0.0
3.725290298461914e-09,0.26981983,0.0
0.42180064134299755,0.26140696,0.0
-6.51925802230835e-09,0.4046715,0.0
0.051380774239078164,0.37000847,0.0
0.5088684256188571,1.0391387,0.0
1.6391277313232422e-07,1.8565705,0.0
0.14667275547981262,6.7894707,0.0
0.7446747273206711,10.556891,0.0
1.0058283805847168e-07,0.704165,0.0
0.05935092456638813,0.24001122,0.0
-1.862645149230957e-09,0.33090925,0.0
0.06327763199806213,0.2522044,0.0
1.0936296973377466,0.2886483,0.0
0.7952304184436798,0.29736072,0.0
0.43383317068219185,0.2426997,0.0
0.15512259304523468,0.11544732,0.0
