Regret,MSE,Nodes
8.016395568847656,120.438805,1.0
6.097404479980469,41.53958,1.0
2.3025970458984375,120.69203,1.0
6.2602996826171875,53.812717,1.0
7.338706970214844,84.80829,1.0
3.4511032104492188,40.050236,1.0
6.133201599121094,43.496593,1.0
4.849796295166016,120.15057,1.0
5.6454010009765625,94.031784,1.0
4.466796875,50.92427,1.0
5.212593078613281,63.305805,1.0
3.7574996948242188,58.541096,1.0
8.74609375,37.993618,1.0
5.402503967285156,61.589424,1.0
11.694602966308594,35.795494,1.0
8.717594146728516,119.89349,6.0
4.9763946533203125,71.63354,1.0
3.9592056274414062,35.83432,1.0
2.6776046752929688,66.154,1.0
2.2136077880859375,105.293205,1.0
5.8159027099609375,38.677307,1.0
3.6122970581054688,160.0459,1.0
3.4272003173828125,56.577538,1.0
6.177803039550781,57.802723,1.0
6.231292724609375,51.513577,21.0
6.533599853515625,34.752884,1.0
9.138496398925781,43.721706,1.0
4.816200256347656,39.351204,1.0
8.269302368164062,40.717823,1.0
4.125801086425781,101.49372,1.0
4.310600280761719,58.113583,1.0
3.1397018432617188,50.113773,1.0
6.6842041015625,82.93716,1.0
6.520896911621094,62.535152,1.0
5.744300842285156,151.69496,1.0
5.102195739746094,83.28442,1.0
7.2678985595703125,67.89735,1.0
9.761604309082031,33.01482,1.0
7.706901550292969,88.25678,1.0
4.2458953857421875,48.268337,1.0
2.615997314453125,108.54737,1.0
3.4304962158203125,93.06858,1.0
3.17779541015625,42.84171,6.0
6.323394775390625,57.06756,1.0
4.173805236816406,59.068253,1.0
5.625999450683594,59.489082,1.0
6.64019775390625,85.4579,1.0
3.1857986450195312,58.45545,1.0
7.290901184082031,54.48509,1.0
2.303497314453125,86.88364,1.0
7.412803649902344,56.003273,1.0
11.742500305175781,40.00187,1.0
5.137199401855469,51.514973,9.0
4.576499938964844,33.315647,1.0
3.8369979858398438,69.74151,1.0
2.2802047729492188,82.66718,1.0
3.6719970703125,63.91671,1.0
1.8680038452148438,55.73759,1.0
10.296394348144531,38.673336,1.0
5.316902160644531,64.50427,1.0
4.7996063232421875,64.99466,1.0
4.015098571777344,75.69639,16.0
6.2158966064453125,56.21878,1.0
11.084495544433594,34.809643,1.0
