Regret,Nodes
1.4818992614746094,1.0
3.610198974609375,33.0
2.3325042724609375,1267.0
1.6194000244140625,137.0
1.9511985778808594,348.0
5.782905578613281,215.0
6.629795074462891,294.0
5.160999298095703,1.0
0.7322998046875,1.0
4.5363006591796875,1.0
1.5376014709472656,1.0
2.415699005126953,155.0
2.461700439453125,36.0
2.8395042419433594,54.0
3.2499961853027344,600.0
0.4537010192871094,236.0
2.4436988830566406,1366.0
1.1385002136230469,77.0
5.280403137207031,1.0
2.9272994995117188,54.0
2.152202606201172,1045.0
4.579803466796875,1874.0
7.860404968261719,1.0
3.431903839111328,757.0
3.4222030639648438,621.0
2.989898681640625,1.0
5.463199615478516,2501.0
3.8475990295410156,80.0
1.1095008850097656,23.0
1.0457992553710938,85.0
3.814697265625e-06,18.0
0.536102294921875,179.0
0.16969680786132812,55.0
1.1090965270996094,40.0
6.355197906494141,727.0
5.8957977294921875,729.0
3.6098976135253906,3287.0
3.225200653076172,991.0
3.4081993103027344,910.0
2.5483970642089844,628.0
1.1917037963867188,22.0
2.2995986938476562,1.0
2.770000457763672,1.0
3.4909019470214844,905.0
0.7482986450195312,28.0
7.551605224609375,457.0
1.4032974243164062,249.0
5.1519012451171875,752.0
8.131401062011719,1651.0
3.593097686767578,172.0
3.3362960815429688,1.0
1.5465011596679688,37.0
3.6409988403320312,514.0
1.8338966369628906,42.0
5.914703369140625,98.0
11.971694946289062,227.0
4.620502471923828,639.0
5.472400665283203,121.0
8.728897094726562,22.0
3.7873992919921875,560.0
3.2545013427734375,36.0
3.9730987548828125,4949.0
3.0815963745117188,451.0
4.225597381591797,626.0
1.5996017456054688,1.0
0.9499015808105469,49.0
1.066802978515625,289.0
2.5336990356445312,138.0
1.7621994018554688,11.0
2.2979965209960938,535.0
3.7283973693847656,456.0
1.952301025390625,39.0
2.4240951538085938,3.0
6.946498870849609,136.0
4.459300994873047,155.0
1.4610977172851562,634.0
4.603302001953125,1.0
9.500801086425781,75.0
4.237606048583984,704.0
8.518295288085938,908.0
3.123504638671875,200.0
3.3433990478515625,1.0
2.5936012268066406,1.0
0.1519012451171875,48.0
0.24140167236328125,64.0
4.06109619140625,32.0
3.5878982543945312,1.0
8.440193176269531,2996.0
5.392002105712891,1.0
7.146198272705078,1.0
0.9173011779785156,1.0
0.07229995727539062,36.0
5.715999603271484,167.0
1.1687965393066406,1740.0
2.0595970153808594,1.0
1.9563980102539062,174.0
1.6084976196289062,244.0
3.1334991455078125,3.0
3.48809814453125,1207.0
0.933197021484375,1329.0
8.659912109375,483.0
1.0206031799316406,1.0
4.863899230957031,199.0
2.0832977294921875,2780.0
4.901100158691406,1.0
2.1676025390625,1.0
1.9644012451171875,1.0
2.9123001098632812,166.0
4.2837982177734375,552.0
1.3440017700195312,64.0
0.0,762.0
2.473102569580078,216.0
4.389503479003906,171.0
1.7979011535644531,191.0
7.8916015625,369.0
4.561492919921875,642.0
4.613796234130859,861.0
0.0,88.0
3.1830978393554688,1.0
3.3112030029296875,344.0
5.808399200439453,30.0
3.2945938110351562,223.0
2.448699951171875,293.0
7.621700286865234,286.0
