Regret,Nodes
8.504199981689453,1.0
9.498603820800781,1.0
5.839202880859375,73.0
2.154094696044922,1.0
4.182098388671875,1.0
7.819103240966797,256.0
3.472900390625,13.0
6.324798583984375,222.0
12.787899017333984,4.0
4.137996673583984,11.0
3.247600555419922,15.0
7.884803771972656,54.0
8.000896453857422,1.0
3.9716033935546875,34.0
8.924293518066406,159.0
6.067901611328125,1.0
0.6415023803710938,15.0
2.448902130126953,1.0
3.7136001586914062,15.0
4.586799621582031,1.0
9.317203521728516,9.0
5.292499542236328,1.0
8.78369140625,1.0
11.156997680664062,116.0
1.2069969177246094,1.0
11.40310287475586,1.0
10.575199127197266,1.0
4.462703704833984,6.0
11.192195892333984,182.0
4.260799407958984,319.0
7.8329010009765625,1.0
7.290802001953125,27.0
4.185394287109375,59.0
5.419403076171875,7.0
4.057102203369141,52.0
7.522499084472656,28.0
7.092800140380859,1.0
3.539600372314453,73.0
4.0675048828125,1.0
6.8206024169921875,40.0
3.604999542236328,1.0
4.5605010986328125,1.0
5.376399993896484,32.0
4.365997314453125,20.0
15.16939926147461,391.0
9.592506408691406,488.0
10.874095916748047,1.0
9.916805267333984,139.0
2.1806983947753906,26.0
4.792797088623047,15.0
5.195003509521484,655.0
3.6105995178222656,1.0
4.690006256103516,36.0
7.495098114013672,162.0
5.011402130126953,43.0
7.598499298095703,44.0
1.0253028869628906,33.0
8.595600128173828,22.0
8.044601440429688,1.0
6.488304138183594,1.0
6.9040985107421875,1.0
4.138298034667969,82.0
14.634899139404297,22.0
8.3656005859375,122.0
8.81350326538086,10.0
7.228603363037109,1.0
8.054302215576172,176.0
5.210498809814453,1.0
6.094596862792969,56.0
11.607803344726562,1.0
9.002899169921875,34.0
2.7956008911132812,1.0
0.520599365234375,53.0
8.806900024414062,1.0
3.7795982360839844,25.0
2.942798614501953,84.0
6.542697906494141,33.0
7.677303314208984,211.0
11.618598937988281,565.0
2.5908966064453125,1.0
8.045394897460938,188.0
2.1130027770996094,1.0
7.031597137451172,129.0
6.991497039794922,9.0
7.138599395751953,42.0
6.104103088378906,266.0
4.178897857666016,1.0
9.873302459716797,466.0
5.845600128173828,1.0
1.7852020263671875,31.0
9.323898315429688,44.0
5.636699676513672,32.0
3.3577003479003906,1.0
5.5373992919921875,1.0
1.2517013549804688,1.0
4.533302307128906,69.0
7.763698577880859,138.0
5.381797790527344,1.0
