Regret,Nodes
9.57809829711914,28.0
8.47829818725586,1.0
5.177402496337891,964.0
4.839302062988281,12.0
1.5450019836425781,134.0
6.65570068359375,38.0
3.814697265625e-06,4.0
7.346599578857422,3.0
2.528400421142578,284.0
4.965198516845703,1.0
1.4613990783691406,1.0
3.4665985107421875,63.0
2.2114028930664062,48.0
2.1483001708984375,72.0
2.56610107421875,1.0
4.895198822021484,1.0
4.557502746582031,25.0
16.665103912353516,111.0
3.363201141357422,12.0
6.707698822021484,1.0
1.2036018371582031,1.0
10.031597137451172,1.0
5.231700897216797,174.0
1.4188003540039062,1.0
7.780902862548828,55.0
6.469097137451172,1.0
5.216701507568359,41.0
6.295497894287109,1.0
8.520000457763672,1.0
7.190399169921875,319.0
8.606704711914062,83.0
3.453601837158203,1.0
5.0923004150390625,1.0
9.208599090576172,134.0
7.639400482177734,1.0
5.271099090576172,1.0
8.112300872802734,1.0
1.1316986083984375,1.0
13.459693908691406,73.0
7.254398345947266,52.0
1.5535964965820312,1.0
2.2538986206054688,1.0
4.434803009033203,1.0
11.167705535888672,230.0
9.365703582763672,160.0
13.383102416992188,83.0
11.807601928710938,121.0
14.104995727539062,21.0
7.126201629638672,274.0
0.6774024963378906,1.0
2.008098602294922,1.0
2.1508026123046875,186.0
0.22260284423828125,1.0
18.247394561767578,998.0
9.702098846435547,1.0
9.636001586914062,95.0
8.552299499511719,1286.0
5.090702056884766,141.0
2.8190040588378906,1.0
9.443397521972656,208.0
6.0193023681640625,63.0
3.913898468017578,1.0
3.6808013916015625,200.0
0.0,65.0
3.7863998413085938,92.0
9.904899597167969,69.0
3.2204971313476562,19.0
11.703300476074219,1.0
6.586200714111328,1086.0
6.302593231201172,74.0
0.0,1.0
0.6821022033691406,1.0
1.1655998229980469,1.0
5.823802947998047,90.0
5.374301910400391,171.0
11.977104187011719,187.0
13.835403442382812,534.0
7.588798522949219,131.0
3.4827003479003906,16.0
4.6930999755859375,87.0
3.0461997985839844,32.0
5.731498718261719,1.0
12.349601745605469,27.0
4.475902557373047,213.0
7.185901641845703,1.0
3.4965972900390625,104.0
4.9987030029296875,99.0
9.096797943115234,40.0
9.805099487304688,1.0
4.891899108886719,506.0
4.887096405029297,515.0
2.508800506591797,10.0
6.819496154785156,7.0
5.136695861816406,1.0
1.7364997863769531,1.0
4.0160980224609375,21.0
8.179603576660156,6.0
6.318901062011719,1.0
5.631603240966797,64.0
1.7860984802246094,61.0
6.165500640869141,81.0
8.532398223876953,25.0
4.49420166015625,5.0
9.255496978759766,1.0
14.477497100830078,144.0
6.764701843261719,12.0
8.941001892089844,88.0
6.078899383544922,46.0
6.4246978759765625,222.0
3.7323989868164062,191.0
4.380001068115234,90.0
1.8218994140625,1.0
2.094501495361328,1.0
8.76480484008789,33.0
0.8917999267578125,21.0
3.501800537109375,1.0
7.933002471923828,6.0
0.7872962951660156,20.0
18.775497436523438,764.0
2.840801239013672,1.0
1.7725982666015625,15.0
8.800090789794922,261.0
4.161399841308594,39.0
2.2722015380859375,1.0
10.0364990234375,1.0
0.9584007263183594,1.0
3.5779953002929688,129.0
4.988201141357422,1.0
7.261203765869141,58.0
8.16250228881836,29.0
3.302295684814453,1.0
0.0,50.0
1.2650985717773438,122.0
4.278102874755859,28.0
6.114101409912109,67.0
7.738300323486328,1.0
3.4006004333496094,248.0
6.157398223876953,20.0
2.7477989196777344,30.0
5.468997955322266,1.0
1.6291007995605469,176.0
2.2569007873535156,37.0
7.771602630615234,124.0
7.3330078125,206.0
8.454402923583984,53.0
3.9804000854492188,70.0
3.2733993530273438,1.0
6.904998779296875,17.0
1.7602996826171875,1.0
7.634696960449219,48.0
3.8852005004882812,1.0
11.908790588378906,112.0
8.030498504638672,80.0
1.3579025268554688,209.0
7.7527008056640625,1.0
7.422702789306641,72.0
2.1389007568359375,102.0
0.4408988952636719,48.0
3.738201141357422,7.0
6.212200164794922,6.0
3.4277992248535156,97.0
15.810096740722656,59.0
7.196205139160156,35.0
3.8927001953125,12.0
1.7480964660644531,283.0
12.057003021240234,113.0
7.941398620605469,40.0
4.658100128173828,19.0
1.469696044921875,3.0
1.1868972778320312,1.0
6.463798522949219,1.0
5.909400939941406,186.0
1.5866012573242188,132.0
5.548297882080078,111.0
3.8004989624023438,1.0
7.774299621582031,23.0
10.613101959228516,12.0
2.552898406982422,1.0
3.096099853515625,226.0
3.872303009033203,62.0
7.615997314453125,254.0
11.677803039550781,114.0
6.835102081298828,6.0
1.5822029113769531,1.0
8.805500030517578,203.0
7.912605285644531,75.0
2.9012985229492188,199.0
6.819103240966797,483.0
3.8117027282714844,57.0
5.625003814697266,13.0
9.545295715332031,98.0
5.502399444580078,1.0
7.67779541015625,141.0
7.631900787353516,40.0
3.687397003173828,1.0
2.320697784423828,1.0
6.377201080322266,70.0
1.8798980712890625,57.0
2.5886993408203125,419.0
7.416797637939453,1.0
0.3494987487792969,81.0
15.5574951171875,2479.0
5.467597961425781,1.0
1.9368019104003906,17.0
2.5205001831054688,142.0
6.1847991943359375,474.0
3.6686019897460938,129.0
3.2860984802246094,10.0
1.7322998046875,108.0
10.311199188232422,83.0
6.774997711181641,20.0
1.8792991638183594,44.0
9.706199645996094,1.0
8.346099853515625,257.0
4.5095977783203125,12.0
9.512199401855469,1.0
5.358104705810547,119.0
7.4608001708984375,9.0
2.800201416015625,1.0
6.795997619628906,203.0
7.0052032470703125,136.0
2.7657012939453125,185.0
6.7082977294921875,1.0
12.416202545166016,24.0
9.536502838134766,1.0
1.6459007263183594,22.0
0.6526985168457031,6.0
7.582000732421875,19.0
4.142299652099609,146.0
0.922698974609375,1.0
8.835098266601562,5.0
8.295703887939453,126.0
5.164100646972656,141.0
7.204700469970703,12.0
12.426300048828125,1.0
6.478694915771484,26.0
8.6343994140625,1.0
3.545196533203125,34.0
1.493499755859375,45.0
1.8131027221679688,1.0
2.056201934814453,76.0
8.934501647949219,1.0
4.489898681640625,10.0
