Train Regret,Test Regret,Train MSE,Test MSE,Train Elapsed,Test Elapsed,Train Nodes Count,Test Nodes Count
0.15432054511648358,0.15989988342701936,2046.2985,2050.4783,440.6927149295807,412.5689117908478,1032.0,975.0
0.15010022027203118,0.15520389159905168,2027.7317,1918.8022,320.440003156662,486.1340205669403,1051.0,1032.5
0.1561567815669026,0.16631011386754013,1999.7426,1962.1945,394.9476161003113,545.9898853302002,1172.0,1281.0
0.15170574280222313,0.16226451457671354,1959.726,1934.857,479.5578212738037,655.448409318924,829.5,970.5
0.14230152794361361,0.14916637416275294,2064.3147,1908.4747,777.4847958087921,764.5936501026154,1061.5,1275.5
0.15925914956108092,0.1752093683589326,2007.7826,1959.2065,523.649112701416,667.2034828662872,1013.0,1173.5
0.1492019394392584,0.1613512392506614,2062.9683,1960.3439,694.9096024036407,705.1603384017944,1032.5,1004.0
0.13309688031406464,0.14087452627759067,1971.2971,1913.7004,711.3297843933105,600.650071144104,1094.5,1107.5
0.14259452117868474,0.15396823834009096,1970.2684,1977.7344,706.1275978088379,714.8695130348206,1171.0,1155.5
0.14858644986321387,0.15226718633677755,2017.0532,1929.1455,786.4437489509583,705.008602142334,1000.5,1194.0
