Regret,MSE,Nodes
4.48699951171875,186.32454,1.0
6.794902801513672,401.87122,1.0
3.435302734375,458.24426,1.0
12.068897247314453,1320.3208,133.0
10.372894287109375,96.94121,17.0
8.639705657958984,188.92172,4.0
0.43180084228515625,110.93601,508.0
12.070503234863281,657.36725,34.0
1.2411956787109375,1147.2819,36.0
8.332298278808594,356.82205,364.0
10.039600372314453,228.68166,55.0
12.08590316772461,306.93207,135.0
4.418697357177734,121.73058,103.0
39.73129653930664,1288.2059,38.0
5.169097900390625,138.62074,34.0
9.688201904296875,99.618004,1.0
17.8948974609375,131.63876,78.0
0.41899871826171875,139.85013,15.0
5.277801513671875,286.36902,29.0
10.81039810180664,58.328312,62.0
15.083499908447266,51.42367,97.0
4.531608581542969,61.506557,104.0
12.740997314453125,199.94235,46.0
10.296398162841797,53.39977,176.0
7.282600402832031,322.97305,66.0
11.490497589111328,137.9112,495.0
4.191402435302734,206.13408,6.0
14.97659683227539,166.149,300.0
2.2294044494628906,43.283493,104.0
5.94329833984375,146.4418,1.0
7.543296813964844,324.5873,6.0
4.335899353027344,56.1916,96.0
17.2467041015625,118.56254,42.0
0.15709686279296875,66.201584,70.0
10.90140151977539,227.57512,25.0
12.47329330444336,137.1465,1.0
6.276302337646484,187.85898,66.0
5.241901397705078,248.5708,61.0
6.540897369384766,2952.6445,1.0
10.260093688964844,61.428917,1.0
8.78110122680664,155.72356,525.0
4.1118011474609375,192.05394,175.0
5.936100006103516,229.57419,1.0
8.211200714111328,849.9223,67.0
6.670299530029297,162.8503,64.0
16.62799072265625,749.34094,326.0
15.210594177246094,153.72154,1.0
10.200298309326172,438.3884,407.0
5.681697845458984,206.09344,62.0
2.901195526123047,102.027885,1.0
32.06660079956055,95.17262,1.0
5.502799987792969,118.534004,10.0
22.892303466796875,853.4056,297.0
0.6422004699707031,113.643005,17.0
5.0915985107421875,157.18,1374.0
8.370399475097656,96.519005,1.0
12.915199279785156,159.96347,28.0
12.419391632080078,83.06341,1.0
